Label,Text,clean_msg,msg_lower,token,spell,no_stopwords,msg_stemmed,msg_lemmatized,msg_n_gram_2,msg_n_gram_3,msg_n_gram_4,msg_string
negative,"bisa jadi om, soalnya moderna kelas paling atas dan biasanya di pake nya sama tenaga kesehatan jadi efek nya mungkin lebih berasa di banding sama jenis lain nya wkwkwk",bisa jadi om soalnya moderna kelas paling atas dan biasanya di pake nya sama tenaga kesehatan jadi efek nya mungkin lebih berasa di banding sama jenis lain nya wkwkwk,bisa jadi om soalnya moderna kelas paling atas dan biasanya di pake nya sama tenaga kesehatan jadi efek nya mungkin lebih berasa di banding sama jenis lain nya wkwkwk,"['bisa', 'jadi', 'om', 'soalnya', 'moderna', 'kelas', 'paling', 'atas', 'dan', 'biasanya', 'di', 'pake', 'nya', 'sama', 'tenaga', 'kesehatan', 'jadi', 'efek', 'nya', 'mungkin', 'lebih', 'berasa', 'di', 'banding', 'sama', 'jenis', 'lain', 'nya', 'wkwkwk']","['bisa', 'jadi', 'om', 'soalnya', 'moderna', 'kelas', 'paling', 'atas', 'dan', 'biasanya', 'di', 'pakai', 'nya', 'sama', 'tenaga', 'kesehatan', 'jadi', 'efek', 'nya', 'mungkin', 'lebih', 'terasa', 'di', 'banding', 'sama', 'jenis', 'lain', 'nya', 'wkwkwk']","['jadi', 'om', 'soalnya', 'moderna', 'kelas', 'paling', 'atas', 'biasanya', 'pakai', 'sama', 'tenaga', 'kesehatan', 'jadi', 'efek', 'mungkin', 'lebih', 'terasa', 'banding', 'sama', 'jenis']","['jadi', 'om', 'soal', 'moderna', 'kelas', 'paling', 'atas', 'biasa', 'pakai', 'sama', 'tenaga', 'sehat', 'jadi', 'efek', 'mungkin', 'lebih', 'asa', 'banding', 'sama', 'jenis']","['jadi', 'om', 'soalnya', 'moderna', 'kelas', 'paling', 'atas', 'biasanya', 'pakai', 'sama', 'tenaga', 'kesehatan', 'jadi', 'efek', 'mungkin', 'lebih', 'terasa', 'banding', 'sama', 'jenis']",[],[],[],jadi om soal moderna kelas paling atas biasa pakai sama tenaga sehat jadi efek mungkin lebih asa banding sama jenis
negative,gue sebagai org yang vaksinnya pake sinovac gak ada efek apa jadi kaget pake moderna ampe segininya wkwkkw,gue sebagai org yang vaksinnya pake sinovac gak ada efek apa jadi kaget pake moderna ampe segininya wkwkkw,gue sebagai org yang vaksinnya pake sinovac gak ada efek apa jadi kaget pake moderna ampe segininya wkwkkw,"['gue', 'sebagai', 'org', 'yang', 'vaksinnya', 'pake', 'sinovac', 'gak', 'ada', 'efek', 'apa', 'jadi', 'kaget', 'pake', 'moderna', 'ampe', 'segininya', 'wkwkkw']","['aku', 'sebagai', 'orang', 'yang', 'vaksinnya', 'pakai', 'sinovac', 'tidak', 'ada', 'efek', 'apa', 'jadi', 'kaget', 'pakai', 'moderna', 'sampai', 'segininya', 'wkwkkw']","['orang', 'vaksinnya', 'pakai', 'sinovac', 'efek', 'apa', 'jadi', 'kaget', 'pakai', 'moderna', 'segininya', 'wkwkkw']","['orang', 'vaksin', 'pakai', 'sinovac', 'efek', 'apa', 'jadi', 'kaget', 'pakai', 'moderna', 'gin', 'wkwkkw']","['orang', 'vaksinnya', 'pakai', 'sinovac', 'efek', 'apa', 'jadi', 'kaget', 'pakai', 'moderna', 'segininya', 'wkwkkw']",[],[],[],orang vaksin pakai sinovac efek apa jadi kaget pakai moderna gin wkwkkw
positive,"aku sendiri dapetnya vaksin ketiga beberapa bulan yang lalu, yaitu moderna dan karena aku ga makan cukup pasca vaksin, jadinya demam hari dan badan sakit semua nb : efek setiap orang berbeda-beda, ada yang masih bugar setelah vaksin",aku sendiri dapetnya vaksin ketiga beberapa bulan yang lalu yaitu moderna dan karena aku ga makan cukup pasca vaksin jadinya demam hari dan badan sakit semua nb  efek setiap orang berbedabeda ada yang masih bugar setelah vaksin,aku sendiri dapetnya vaksin ketiga beberapa bulan yang lalu yaitu moderna dan karena aku ga makan cukup pasca vaksin jadinya demam hari dan badan sakit semua nb  efek setiap orang berbedabeda ada yang masih bugar setelah vaksin,"['aku', 'sendiri', 'dapetnya', 'vaksin', 'ketiga', 'beberapa', 'bulan', 'yang', 'lalu', 'yaitu', 'moderna', 'dan', 'karena', 'aku', 'ga', 'makan', 'cukup', 'pasca', 'vaksin', 'jadinya', 'demam', 'hari', 'dan', 'badan', 'sakit', 'semua', 'nb', 'efek', 'setiap', 'orang', 'berbedabeda', 'ada', 'yang', 'masih', 'bugar', 'setelah', 'vaksin']","['aku', 'sendiri', 'dapatnya', 'vaksin', 'ketiga', 'beberapa', 'bulan', 'yang', 'lalu', 'yaitu', 'moderna', 'dan', 'karena', 'aku', 'tidak', 'makan', 'cukup', 'sesudah', 'vaksin', 'jadinya', 'demam', 'hari', 'dan', 'badan', 'sakit', 'semua', 'catatan', 'efek', 'setiap', 'orang', 'berbedabeda', 'ada', 'yang', 'masih', 'bugar', 'setelah', 'vaksin']","['sendiri', 'dapatnya', 'vaksin', 'ketiga', 'beberapa', 'bulan', 'lalu', 'moderna', 'makan', 'cukup', 'vaksin', 'jadinya', 'demam', 'hari', 'badan', 'sakit', 'semua', 'catatan', 'efek', 'orang', 'berbedabeda', 'bugar', 'vaksin']","['sendiri', 'dapat', 'vaksin', 'tiga', 'beberapa', 'bulan', 'lalu', 'moderna', 'makan', 'cukup', 'vaksin', 'jadi', 'demam', 'hari', 'badan', 'sakit', 'semua', 'catat', 'efek', 'orang', 'berbedabeda', 'bugar', 'vaksin']","['sendiri', 'dapatnya', 'vaksin', 'ketiga', 'beberapa', 'bulan', 'lalu', 'moderna', 'makan', 'cukup', 'vaksin', 'jadinya', 'demam', 'hari', 'badan', 'sakit', 'semua', 'catatan', 'efek', 'orang', 'berbedabeda', 'bugar', 'vaksin']",[],[],[],sendiri dapat vaksin tiga beberapa bulan lalu moderna makan cukup vaksin jadi demam hari badan sakit semua catat efek orang berbedabeda bugar vaksin
positive,"ini efek booster moderna emang gini apa ya, tangan berasa ngilu bagian bekas suntik nya",ini efek booster moderna emang gini apa ya tangan berasa ngilu bagian bekas suntik nya,ini efek booster moderna emang gini apa ya tangan berasa ngilu bagian bekas suntik nya,"['ini', 'efek', 'booster', 'moderna', 'emang', 'gini', 'apa', 'ya', 'tangan', 'berasa', 'ngilu', 'bagian', 'bekas', 'suntik', 'nya']","['ini', 'efek', 'booster', 'moderna', 'memang', 'begini', 'apa', 'ya', 'tangan', 'terasa', 'nyeri', 'bagian', 'bekas', 'suntik', 'nya']","['efek', 'booster', 'moderna', 'memang', 'begini', 'apa', 'tangan', 'terasa', 'nyeri', 'bagian', 'bekas', 'suntik']","['efek', 'booster', 'moderna', 'memang', 'begini', 'apa', 'tangan', 'asa', 'nyeri', 'bagi', 'bekas', 'suntik']","['efek', 'booster', 'moderna', 'memang', 'begini', 'apa', 'tangan', 'terasa', 'nyeri', 'bagian', 'bekas', 'suntik']",[],[],[],efek booster moderna memang begini apa tangan asa nyeri bagi bekas suntik
negative,"efek vaksin booster moderna +, tangan gabisa digerakin, krna sakit. demam, menggigil jg, badan pegel pegel. padahal bsk pertama kali kuliah tatap muka, gatau efeknya bakal kaya gini",efek vaksin booster moderna  tangan gabisa digerakin krna sakit demam menggigil jg badan pegel pegel padahal bsk pertama kali kuliah tatap muka gatau efeknya bakal kaya gini,efek vaksin booster moderna  tangan gabisa digerakin krna sakit demam menggigil jg badan pegel pegel padahal bsk pertama kali kuliah tatap muka gatau efeknya bakal kaya gini,"['efek', 'vaksin', 'booster', 'moderna', 'tangan', 'gabisa', 'digerakin', 'krna', 'sakit', 'demam', 'menggigil', 'jg', 'badan', 'pegel', 'pegel', 'padahal', 'bsk', 'pertama', 'kali', 'kuliah', 'tatap', 'muka', 'gatau', 'efeknya', 'bakal', 'kaya', 'gini']","['efek', 'vaksin', 'booster', 'moderna', 'tangan', 'gabisa', 'digerakan', 'karena', 'sakit', 'demam', 'menggigil', 'juga', 'badan', 'pegal', 'pegal', 'padahal', 'besok', 'pertama', 'kali', 'kuliah', 'tatap', 'muka', 'gatau', 'efeknya', 'bakal', 'seperti', 'begini']","['efek', 'vaksin', 'booster', 'moderna', 'tangan', 'gabisa', 'digerakan', 'sakit', 'demam', 'menggigil', 'badan', 'pegal', 'pegal', 'padahal', 'besok', 'pertama', 'kali', 'kuliah', 'tatap', 'muka', 'gatau', 'efeknya', 'bakal', 'begini']","['efek', 'vaksin', 'booster', 'moderna', 'tangan', 'gabisa', 'gera', 'sakit', 'demam', 'gigil', 'badan', 'pegal', 'pegal', 'padahal', 'besok', 'pertama', 'kali', 'kuliah', 'tatap', 'muka', 'gatau', 'efek', 'bakal', 'begini']","['efek', 'vaksin', 'booster', 'moderna', 'tangan', 'gabisa', 'digerakan', 'sakit', 'demam', 'menggigil', 'badan', 'pegal', 'pegal', 'padahal', 'besok', 'pertama', 'kali', 'kuliah', 'tatap', 'muka', 'gatau', 'efeknya', 'bakal', 'begini']",[],[],[],efek vaksin booster moderna tangan gabisa gera sakit demam gigil badan pegal pegal padahal besok pertama kali kuliah tatap muka gatau efek bakal begini
negative,efek samping moderna sungguh sangat amat menyiksa,efek samping moderna sungguh sangat amat menyiksa,efek samping moderna sungguh sangat amat menyiksa,"['efek', 'samping', 'moderna', 'sungguh', 'sangat', 'amat', 'menyiksa']","['efek', 'samping', 'moderna', 'sungguh', 'sangat', 'amat', 'menyiksa']","['efek', 'samping', 'moderna', 'sungguh', 'sangat', 'menyiksa']","['efek', 'samping', 'moderna', 'sungguh', 'sangat', 'siksa']","['efek', 'samping', 'moderna', 'sungguh', 'sangat', 'menyiksa']",[],[],[],efek samping moderna sungguh sangat siksa
positive,"kalau sy booster moderna, efek demam mirip bengkak bagian lengan yg setelah di suntik jarum. tanpa minum penurun demam cm kompres es alhamdulillah hari udah normal",kalau sy booster moderna efek demam mirip bengkak bagian lengan yg setelah di suntik jarum tanpa minum penurun demam cm kompres es alhamdulillah hari udah normal,kalau sy booster moderna efek demam mirip bengkak bagian lengan yg setelah di suntik jarum tanpa minum penurun demam cm kompres es alhamdulillah hari udah normal,"['kalau', 'sy', 'booster', 'moderna', 'efek', 'demam', 'mirip', 'bengkak', 'bagian', 'lengan', 'yg', 'setelah', 'di', 'suntik', 'jarum', 'tanpa', 'minum', 'penurun', 'demam', 'cm', 'kompres', 'es', 'alhamdulillah', 'hari', 'udah', 'normal']","['kalau', 'saya', 'booster', 'moderna', 'efek', 'demam', 'mirip', 'bengkak', 'bagian', 'lengan', 'yang', 'setelah', 'di', 'suntik', 'jarum', 'tanpa', 'minum', 'penurun', 'demam', 'hanya', 'kompres', 'es', 'alhamdulillah', 'hari', 'sudah', 'normal']","['kalau', 'booster', 'moderna', 'efek', 'demam', 'mirip', 'bengkak', 'bagian', 'lengan', 'suntik', 'jarum', 'minum', 'penurun', 'demam', 'kompres', 'es', 'alhamdulillah', 'hari', 'normal']","['kalau', 'booster', 'moderna', 'efek', 'demam', 'mirip', 'bengkak', 'bagi', 'lengan', 'suntik', 'jarum', 'minum', 'turun', 'demam', 'kompres', 'es', 'alhamdulillah', 'hari', 'normal']","['kalau', 'booster', 'moderna', 'efek', 'demam', 'mirip', 'bengkak', 'bagian', 'lengan', 'suntik', 'jarum', 'minum', 'penurun', 'demam', 'kompres', 'e', 'alhamdulillah', 'hari', 'normal']",[],[],[],kalau booster moderna efek demam mirip bengkak bagi lengan suntik jarum minum turun demam kompres es alhamdulillah hari normal
negative,"oh iya satu lagi, lengan terasa abis diinjak gajah. efek beberapa jam setelah itu gabisa gerakin lengan. alias sakit banget pol mentok. jadi pastiin kalian shot moderna di lengan sebelah kiri aja, jadi tangan kanan yg biasa buat aktifitas tergolong aman.",oh iya satu lagi lengan terasa abis diinjak gajah efek beberapa jam setelah itu gabisa gerakin lengan alias sakit banget pol mentok jadi pastiin kalian shot moderna di lengan sebelah kiri aja jadi tangan kanan yg biasa buat aktifitas tergolong aman,oh iya satu lagi lengan terasa abis diinjak gajah efek beberapa jam setelah itu gabisa gerakin lengan alias sakit banget pol mentok jadi pastiin kalian shot moderna di lengan sebelah kiri aja jadi tangan kanan yg biasa buat aktifitas tergolong aman,"['oh', 'iya', 'satu', 'lagi', 'lengan', 'terasa', 'abis', 'diinjak', 'gajah', 'efek', 'beberapa', 'jam', 'setelah', 'itu', 'gabisa', 'gerakin', 'lengan', 'alias', 'sakit', 'banget', 'pol', 'mentok', 'jadi', 'pastiin', 'kalian', 'shot', 'moderna', 'di', 'lengan', 'sebelah', 'kiri', 'aja', 'jadi', 'tangan', 'kanan', 'yg', 'biasa', 'buat', 'aktifitas', 'tergolong', 'aman']","['oh', 'iya', 'satu', 'lagi', 'lengan', 'terasa', 'setelah', 'diinjak', 'gajah', 'efek', 'beberapa', 'jam', 'setelah', 'itu', 'gabisa', 'gerakkan', 'lengan', 'alias', 'sakit', 'sekali', 'pol', 'mentok', 'jadi', 'pastikan', 'kalian', 'suntik', 'moderna', 'di', 'lengan', 'sebelah', 'kiri', 'saja', 'jadi', 'tangan', 'kanan', 'yang', 'biasa', 'buat', 'aktifitas', 'tergolong', 'aman']","['satu', 'lengan', 'terasa', 'diinjak', 'gajah', 'efek', 'beberapa', 'jam', 'gabisa', 'gerakkan', 'lengan', 'alias', 'sakit', 'sekali', 'mentok', 'jadi', 'pastikan', 'suntik', 'moderna', 'lengan', 'sebelah', 'kiri', 'jadi', 'tangan', 'kanan', 'biasa', 'buat', 'aktifitas', 'tergolong', 'aman']","['satu', 'lengan', 'asa', 'injak', 'gajah', 'efek', 'beberapa', 'jam', 'gabisa', 'gerak', 'lengan', 'alias', 'sakit', 'sekali', 'mentok', 'jadi', 'pasti', 'suntik', 'moderna', 'lengan', 'belah', 'kiri', 'jadi', 'tangan', 'kanan', 'biasa', 'buat', 'aktifitas', 'golong', 'aman']","['satu', 'lengan', 'terasa', 'diinjak', 'gajah', 'efek', 'beberapa', 'jam', 'gabisa', 'gerakkan', 'lengan', 'alias', 'sakit', 'sekali', 'mentok', 'jadi', 'pastikan', 'suntik', 'moderna', 'lengan', 'sebelah', 'kiri', 'jadi', 'tangan', 'kanan', 'biasa', 'buat', 'aktifitas', 'tergolong', 'aman']",[],[],[],satu lengan asa injak gajah efek beberapa jam gabisa gerak lengan alias sakit sekali mentok jadi pasti suntik moderna lengan belah kiri jadi tangan kanan biasa buat aktifitas golong aman
negative,aku dapet moderna dan efek sampingnya luar biasa huhu,aku dapet moderna dan efek sampingnya luar biasa huhu,aku dapet moderna dan efek sampingnya luar biasa huhu,"['aku', 'dapet', 'moderna', 'dan', 'efek', 'sampingnya', 'luar', 'biasa', 'huhu']","['aku', 'dapat', 'moderna', 'dan', 'efek', 'sampingnya', 'luar', 'biasa', 'huhu']","['moderna', 'efek', 'sampingnya', 'luar', 'biasa']","['moderna', 'efek', 'samping', 'luar', 'biasa']","['moderna', 'efek', 'sampingnya', 'luar', 'biasa']",[],[],[],moderna efek samping luar biasa
positive,"sejauh ini efek moderna : tadi pagi suntik jam .. . lengan mulai nyeri. dilanjutkan badan greges, kepala berat. minum sanmol + tidur lumayan agak greges nya. malam ini udh bisa jalan cari cemilan. lengan masih nyeri , tapi tidak apa untuk keseluruhan",sejauh ini efek moderna  tadi pagi suntik jam   lengan mulai nyeri dilanjutkan badan greges kepala berat minum sanmol  tidur lumayan agak greges nya malam ini udh bisa jalan cari cemilan lengan masih nyeri  tapi tidak apa untuk keseluruhan,sejauh ini efek moderna  tadi pagi suntik jam   lengan mulai nyeri dilanjutkan badan greges kepala berat minum sanmol  tidur lumayan agak greges nya malam ini udh bisa jalan cari cemilan lengan masih nyeri  tapi tidak apa untuk keseluruhan,"['sejauh', 'ini', 'efek', 'moderna', 'tadi', 'pagi', 'suntik', 'jam', 'lengan', 'mulai', 'nyeri', 'dilanjutkan', 'badan', 'greges', 'kepala', 'berat', 'minum', 'sanmol', 'tidur', 'lumayan', 'agak', 'greges', 'nya', 'malam', 'ini', 'udh', 'bisa', 'jalan', 'cari', 'cemilan', 'lengan', 'masih', 'nyeri', 'tapi', 'tidak', 'apa', 'untuk', 'keseluruhan']","['sejauh', 'ini', 'efek', 'moderna', 'tadi', 'pagi', 'suntik', 'jam', 'lengan', 'mulai', 'nyeri', 'dilanjutkan', 'badan', 'greges', 'kepala', 'berat', 'minum', 'sanmol', 'tidur', 'lumayan', 'sedikit', 'greges', 'nya', 'malam', 'ini', 'sudah', 'bisa', 'jalan', 'cari', 'cemilan', 'lengan', 'masih', 'nyeri', 'tapi', 'tidak', 'apa', 'untuk', 'keseluruhan']","['sejauh', 'efek', 'moderna', 'tadi', 'pagi', 'suntik', 'jam', 'lengan', 'mulai', 'nyeri', 'dilanjutkan', 'badan', 'greges', 'kepala', 'berat', 'minum', 'sanmol', 'tidur', 'lumayan', 'sedikit', 'greges', 'malam', 'jalan', 'cari', 'cemilan', 'lengan', 'nyeri', 'apa', 'keseluruhan']","['jauh', 'efek', 'moderna', 'tadi', 'pagi', 'suntik', 'jam', 'lengan', 'mulai', 'nyeri', 'lanjut', 'badan', 'greges', 'kepala', 'berat', 'minum', 'sanmol', 'tidur', 'lumayan', 'sedikit', 'greges', 'malam', 'jalan', 'cari', 'cemilan', 'lengan', 'nyeri', 'apa', 'seluruh']","['sejauh', 'efek', 'moderna', 'tadi', 'pagi', 'suntik', 'jam', 'lengan', 'mulai', 'nyeri', 'dilanjutkan', 'badan', 'greges', 'kepala', 'berat', 'minum', 'sanmol', 'tidur', 'lumayan', 'sedikit', 'greges', 'malam', 'jalan', 'cari', 'cemilan', 'lengan', 'nyeri', 'apa', 'keseluruhan']",[],[],[],jauh efek moderna tadi pagi suntik jam lengan mulai nyeri lanjut badan greges kepala berat minum sanmol tidur lumayan sedikit greges malam jalan cari cemilan lengan nyeri apa seluruh
positive,booster moderna cuma berasa pegal di lengan bekas suntikan kurang lebih - jam.selain itu ga ada efek apa lagi,booster moderna cuma berasa pegal di lengan bekas suntikan kurang lebih  jamselain itu ga ada efek apa lagi,booster moderna cuma berasa pegal di lengan bekas suntikan kurang lebih  jamselain itu ga ada efek apa lagi,"['booster', 'moderna', 'cuma', 'berasa', 'pegal', 'di', 'lengan', 'bekas', 'suntikan', 'kurang', 'lebih', 'jamselain', 'itu', 'ga', 'ada', 'efek', 'apa', 'lagi']","['booster', 'moderna', 'hanya', 'terasa', 'pegal', 'di', 'lengan', 'bekas', 'suntikkan', 'kurang', 'lebih', 'jamselain', 'itu', 'tidak', 'ada', 'efek', 'apa', 'lagi']","['booster', 'moderna', 'terasa', 'pegal', 'lengan', 'bekas', 'suntikkan', 'kurang', 'lebih', 'jamselain', 'efek', 'apa']","['booster', 'moderna', 'asa', 'pegal', 'lengan', 'bekas', 'suntik', 'kurang', 'lebih', 'jamselain', 'efek', 'apa']","['booster', 'moderna', 'terasa', 'pegal', 'lengan', 'bekas', 'suntikkan', 'kurang', 'lebih', 'jamselain', 'efek', 'apa']",[],[],[],booster moderna asa pegal lengan bekas suntik kurang lebih jamselain efek apa
negative,gini amat efek moderna.,gini amat efek moderna,gini amat efek moderna,"['gini', 'amat', 'efek', 'moderna']","['begini', 'amat', 'efek', 'moderna']","['begini', 'efek', 'moderna']","['begini', 'efek', 'moderna']","['begini', 'efek', 'moderna']",[],[],[],begini efek moderna
negative,"paket komplit efek moderna bikin badan demam, sakit kepala dan diare",paket komplit efek moderna bikin badan demam sakit kepala dan diare,paket komplit efek moderna bikin badan demam sakit kepala dan diare,"['paket', 'komplit', 'efek', 'moderna', 'bikin', 'badan', 'demam', 'sakit', 'kepala', 'dan', 'diare']","['paket', 'lengkap', 'efek', 'moderna', 'buat', 'badan', 'demam', 'sakit', 'kepala', 'dan', 'diare']","['paket', 'lengkap', 'efek', 'moderna', 'buat', 'badan', 'demam', 'sakit', 'kepala', 'diare']","['paket', 'lengkap', 'efek', 'moderna', 'buat', 'badan', 'demam', 'sakit', 'kepala', 'diare']","['paket', 'lengkap', 'efek', 'moderna', 'buat', 'badan', 'demam', 'sakit', 'kepala', 'diare']",[],[],[],paket lengkap efek moderna buat badan demam sakit kepala diare
negative,efek nyeri moderna ini awet banget ya Allah,efek nyeri moderna ini awet banget ya Allah,efek nyeri moderna ini awet banget ya allah,"['efek', 'nyeri', 'moderna', 'ini', 'awet', 'banget', 'ya', 'allah']","['efek', 'nyeri', 'moderna', 'ini', 'awet', 'sekali', 'ya', 'allah']","['efek', 'nyeri', 'moderna', 'awet', 'sekali', 'allah']","['efek', 'nyeri', 'moderna', 'awet', 'sekali', 'allah']","['efek', 'nyeri', 'moderna', 'awet', 'sekali', 'allah']",[],[],[],efek nyeri moderna awet sekali allah
negative,"+ abs vaksin booster moderna, efek samping nya sungguh amat menyiksa", abs vaksin booster moderna efek samping nya sungguh amat menyiksa, abs vaksin booster moderna efek samping nya sungguh amat menyiksa,"['abs', 'vaksin', 'booster', 'moderna', 'efek', 'samping', 'nya', 'sungguh', 'amat', 'menyiksa']","['setelah', 'vaksin', 'booster', 'moderna', 'efek', 'samping', 'nya', 'sungguh', 'amat', 'menyiksa']","['vaksin', 'booster', 'moderna', 'efek', 'samping', 'sungguh', 'menyiksa']","['vaksin', 'booster', 'moderna', 'efek', 'samping', 'sungguh', 'siksa']","['vaksin', 'booster', 'moderna', 'efek', 'samping', 'sungguh', 'menyiksa']",[],[],[],vaksin booster moderna efek samping sungguh siksa
negative,gimana efek nya? aku moderna bener-bener tepar. semalaman demam tinggi ditambah tulang ngilu semua,gimana efek nya aku moderna benerbener tepar semalaman demam tinggi ditambah tulang ngilu semua,gimana efek nya aku moderna benerbener tepar semalaman demam tinggi ditambah tulang ngilu semua,"['gimana', 'efek', 'nya', 'aku', 'moderna', 'benerbener', 'tepar', 'semalaman', 'demam', 'tinggi', 'ditambah', 'tulang', 'ngilu', 'semua']","['bagaimana', 'efek', 'nya', 'aku', 'moderna', 'benerbener', 'lelah', 'semalaman', 'demam', 'tinggi', 'ditambah', 'tulang', 'nyeri', 'semua']","['bagaimana', 'efek', 'moderna', 'benerbener', 'lelah', 'semalaman', 'demam', 'tinggi', 'ditambah', 'tulang', 'nyeri', 'semua']","['bagaimana', 'efek', 'moderna', 'benerbener', 'lelah', 'malam', 'demam', 'tinggi', 'tambah', 'tulang', 'nyeri', 'semua']","['bagaimana', 'efek', 'moderna', 'benerbener', 'lelah', 'semalaman', 'demam', 'tinggi', 'ditambah', 'tulang', 'nyeri', 'semua']",[],[],[],bagaimana efek moderna benerbener lelah malam demam tinggi tambah tulang nyeri semua
positive,ini temen temen gue ngapa pada ngira gue nyuap dokternya biar ga disuntik gara gara gaada efek sama sekali abis dapet moderna. ngadi ngadi bae lah.,ini temen temen gue ngapa pada ngira gue nyuap dokternya biar ga disuntik gara gara gaada efek sama sekali abis dapet moderna ngadi ngadi bae lah,ini temen temen gue ngapa pada ngira gue nyuap dokternya biar ga disuntik gara gara gaada efek sama sekali abis dapet moderna ngadi ngadi bae lah,"['ini', 'temen', 'temen', 'gue', 'ngapa', 'pada', 'ngira', 'gue', 'nyuap', 'dokternya', 'biar', 'ga', 'disuntik', 'gara', 'gara', 'gaada', 'efek', 'sama', 'sekali', 'abis', 'dapet', 'moderna', 'ngadi', 'ngadi', 'bae', 'lah']","['ini', 'teman', 'teman', 'aku', 'kenapa', 'pada', 'mengira', 'aku', 'menyuap', 'dokternya', 'agar', 'tidak', 'disuntik', 'gara', 'gara', 'gaada', 'efek', 'sama', 'sekali', 'setelah', 'dapat', 'moderna', 'mentidak ada', 'mentidak ada', 'saja', 'lah']","['teman', 'teman', 'mengira', 'menyuap', 'dokternya', 'disuntik', 'gara', 'gara', 'gaada', 'efek', 'sama', 'sekali', 'moderna', 'mentidak ada', 'mentidak ada']","['teman', 'teman', 'ira', 'suap', 'dokter', 'suntik', 'gara', 'gara', 'gaada', 'efek', 'sama', 'sekali', 'moderna', 'tidak ada', 'tidak ada']","['teman', 'teman', 'mengira', 'menyuap', 'dokternya', 'disuntik', 'gara', 'gara', 'gaada', 'efek', 'sama', 'sekali', 'moderna', 'mentidak ada', 'mentidak ada']",[],[],[],teman teman ira suap dokter suntik gara gara gaada efek sama sekali moderna tidak ada tidak ada
negative,"rata-rata dari cerita orang yg pake moderna efek sampingnya sama ya. jadi was was sih mau vaksin ketiga, kalo sampai nyebabin agak demam gitu. kalo yg pertama sinovac?",ratarata dari cerita orang yg pake moderna efek sampingnya sama ya jadi was was sih mau vaksin ketiga kalo sampai nyebabin agak demam gitu kalo yg pertama sinovac,ratarata dari cerita orang yg pake moderna efek sampingnya sama ya jadi was was sih mau vaksin ketiga kalo sampai nyebabin agak demam gitu kalo yg pertama sinovac,"['ratarata', 'dari', 'cerita', 'orang', 'yg', 'pake', 'moderna', 'efek', 'sampingnya', 'sama', 'ya', 'jadi', 'was', 'was', 'sih', 'mau', 'vaksin', 'ketiga', 'kalo', 'sampai', 'nyebabin', 'agak', 'demam', 'gitu', 'kalo', 'yg', 'pertama', 'sinovac']","['ratarata', 'dari', 'cerita', 'orang', 'yang', 'pakai', 'moderna', 'efek', 'sampingnya', 'sama', 'ya', 'jadi', 'khawatir', 'khawatir', 'sih', 'mau', 'vaksin', 'ketiga', 'kalau', 'sampai', 'menyebabkan', 'sedikit', 'demam', 'begitu', 'kalau', 'yang', 'pertama', 'sinovac']","['ratarata', 'cerita', 'orang', 'pakai', 'moderna', 'efek', 'sampingnya', 'sama', 'jadi', 'khawatir', 'khawatir', 'mau', 'vaksin', 'ketiga', 'kalau', 'menyebabkan', 'sedikit', 'demam', 'kalau', 'pertama', 'sinovac']","['ratarata', 'cerita', 'orang', 'pakai', 'moderna', 'efek', 'samping', 'sama', 'jadi', 'khawatir', 'khawatir', 'mau', 'vaksin', 'tiga', 'kalau', 'sebab', 'sedikit', 'demam', 'kalau', 'pertama', 'sinovac']","['ratarata', 'cerita', 'orang', 'pakai', 'moderna', 'efek', 'sampingnya', 'sama', 'jadi', 'khawatir', 'khawatir', 'mau', 'vaksin', 'ketiga', 'kalau', 'menyebabkan', 'sedikit', 'demam', 'kalau', 'pertama', 'sinovac']",[],[],[],ratarata cerita orang pakai moderna efek samping sama jadi khawatir khawatir mau vaksin tiga kalau sebab sedikit demam kalau pertama sinovac
negative,"alhamdulillah demam nya udah turun dengan istirahat seharian, cuma yang masih ngilu adalah tulangnya... kuat banget efek moderna",alhamdulillah demam nya udah turun dengan istirahat seharian cuma yang masih ngilu adalah tulangnya kuat banget efek moderna,alhamdulillah demam nya udah turun dengan istirahat seharian cuma yang masih ngilu adalah tulangnya kuat banget efek moderna,"['alhamdulillah', 'demam', 'nya', 'udah', 'turun', 'dengan', 'istirahat', 'seharian', 'cuma', 'yang', 'masih', 'ngilu', 'adalah', 'tulangnya', 'kuat', 'banget', 'efek', 'moderna']","['alhamdulillah', 'demam', 'nya', 'sudah', 'turun', 'dengan', 'istirahat', 'seharian', 'hanya', 'yang', 'masih', 'nyeri', 'adalah', 'tulangnya', 'kuat', 'sekali', 'efek', 'moderna']","['alhamdulillah', 'demam', 'turun', 'istirahat', 'seharian', 'nyeri', 'tulangnya', 'kuat', 'sekali', 'efek', 'moderna']","['alhamdulillah', 'demam', 'turun', 'istirahat', 'hari', 'nyeri', 'tulang', 'kuat', 'sekali', 'efek', 'moderna']","['alhamdulillah', 'demam', 'turun', 'istirahat', 'seharian', 'nyeri', 'tulangnya', 'kuat', 'sekali', 'efek', 'moderna']",[],[],[],alhamdulillah demam turun istirahat hari nyeri tulang kuat sekali efek moderna
